Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Congo Democratic Republic,F,Education,No education,... if she argues with him,58.7
Afghanistan,F,Education,No education,... if she neglects the children,48.9
Lesotho,M,Age,15-24,... if she burns the food,8.5
Indonesia,F,Employment,Employed for kind,... if she refuses to have sex with him,11.0
Tajikistan,M,Education,No education,... if she burns the food,14.9
Chad,M,Education,Secondary,... if she goes out without telling him,26.9
Tanzania,F,Age,35-49,... for at least one specific reason,58.3
Indonesia,F,Employment,Employed for kind,... if she argues with him,8.4
Rwanda,M,Education,Higher,... if she neglects the children,3.9
Zambia,F,Education,Higher,... for at least one specific reason,15.0
Burundi,M,Age,15-24,... if she burns the food,7.2
Gambia,M,Residence,Urban,... if she burns the food,4.2
Congo,M,Employment,Unemployed,... if she burns the food,14.9
Moldova,F,Employment,Employed for kind,... for at least one specific reason,28.7
Sierra Leone,F,Education,No education,... if she argues with him,55.0
Indonesia,F,Residence,Rural,... if she neglects the children,31.1
Ukraine,F,Residence,Rural,... if she refuses to have sex with him,0.9
Ghana,M,Education,Primary,... for at least one specific reason,18.4
Lesotho,F,Education,Secondary,... if she neglects the children,18.9
Lesotho,M,Education,Secondary,... if she refuses to have sex with him,4.2
Eswatini,F,Marital status,Never married,... if she neglects the children,14.8
Guinea,M,Employment,Employed for kind,... if she burns the food,15.7
Ukraine,M,Age,25-34,... if she burns the food,0.7
Congo Democratic Republic,M,Marital status,Never married,... if she burns the food,18.8
Turkmenistan,F,Marital status,Never married,... if she goes out without telling him,32.8
Egypt,M,Age,25-34,... if she refuses to have sex with him,14.9
Myanmar,M,Age,35-49,... if she refuses to have sex with him,7.7
Nicaragua,F,Age,35-49,... if she argues with him,5.2
Turkey,M,Marital status,Never married,... if she neglects the children,14.9
Cambodia,M,Age,25-34,... if she burns the food,1.0
Zambia,F,Marital status,Married or living together,... for at least one specific reason,48.7
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,6.1
Albania,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,29.7
Cameroon,F,Marital status,Married or living together,... if she refuses to have sex with him,16.8
Tanzania,M,Age,15-24,... if she refuses to have sex with him,16.9
Nigeria,M,Employment,Unemployed,... if she argues with him,10.7
Senegal,F,Employment,Employed for cash,... if she refuses to have sex with him,33.4
Egypt,F,Marital status,Never married,... if she refuses to have sex with him,14.9
Congo,M,Age,25-34,... if she neglects the children,32.2
Ukraine,F,Marital status,Never married,... if she goes out without telling him,0.1
Turkey,M,Employment,Unemployed,... if she goes out without telling him,14.9
Honduras,F,Age,25-34,... for at least one specific reason,11.1
Jordan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,19.7
Azerbaijan,F,Education,No education,... for at least one specific reason,74.3
Eswatini,F,Residence,Urban,... if she burns the food,1.8
Honduras,M,Age,35-49,... if she goes out without telling him,2.0
Benin,F,Education,Secondary,... if she refuses to have sex with him,6.5
Sierra Leone,F,Education,Primary,... if she burns the food,17.6
Colombia,M,Residence,Rural,... for at least one specific reason,6.8
Haiti,F,Employment,Employed for cash,... if she burns the food,3.2
Chad,M,Age,35-49,... if she goes out without telling him,25.7
Lesotho,F,Employment,Employed for kind,... if she burns the food,8.8
Jordan,M,Age,35-49,... for at least one specific reason,25.1
Liberia,F,Marital status,Married or living together,... if she argues with him,34.0
Senegal,M,Age,35-49,... if she refuses to have sex with him,6.7
Guatemala,F,Education,No education,... if she argues with him,5.7
Rwanda,F,Marital status,Never married,... for at least one specific reason,42.9
Burundi,F,Education,Secondary,... if she argues with him,20.8
Lesotho,F,Employment,Employed for kind,... if she goes out without telling him,11.5
Liberia,F,Education,Primary,... if she argues with him,38.8
Ethiopia,F,Residence,Rural,... for at least one specific reason,69.8
Guyana,M,Employment,Employed for cash,... if she refuses to have sex with him,3.5
Cambodia,F,Employment,Employed for kind,... if she burns the food,11.9
Chad,M,Age,25-34,... if she neglects the children,37.3
Eritrea,M,Marital status,Married or living together,... if she goes out without telling him,14.9
Guinea,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,43.8
Timor-Leste,F,Age,15-24,... if she refuses to have sex with him,31.2
Namibia,F,Age,35-49,... if she neglects the children,20.1
Cameroon,F,Employment,Employed for cash,... for at least one specific reason,47.0
Mali,F,Employment,Unemployed,... if she goes out without telling him,50.3
Mozambique,M,Age,35-49,... if she goes out without telling him,5.9
Bolivia,F,Age,35-49,... if she argues with him,5.7
Sierra Leone,M,Education,No education,... if she refuses to have sex with him,11.8
Eswatini,M,Residence,Rural,... if she argues with him,26.1
Tajikistan,F,Education,Secondary,... if she neglects the children,52.4
Gabon,M,Residence,Urban,... if she neglects the children,28.1
Namibia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,15.0
Angola,F,Marital status,Never married,... if she argues with him,12.3
Azerbaijan,M,Education,Primary,... if she refuses to have sex with him,14.9
Azerbaijan,M,Education,No education,... for at least one specific reason,14.9
Senegal,F,Age,35-49,... if she burns the food,22.9
Myanmar,M,Age,25-34,... if she neglects the children,39.8
Zambia,M,Residence,Urban,... if she burns the food,5.1
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,10.9
Sao Tome and Principe,M,Marital status,Married or living together,... if she goes out without telling him,13.0
Burkina Faso,M,Age,15-24,... if she neglects the children,21.6
Mozambique,F,Education,Secondary,... if she goes out without telling him,4.9
Peru,M,Education,Secondary,... if she neglects the children,14.9
Uganda,M,Marital status,Married or living together,... if she neglects the children,22.9
Morocco,F,Age,15-24,... if she goes out without telling him,48.2
Liberia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,17.3
Colombia,M,Residence,Urban,... if she argues with him,1.2
Congo,M,Education,Secondary,... if she neglects the children,32.9
Mali,M,Education,Primary,... if she goes out without telling him,24.9
Chad,F,Employment,Unemployed,... if she goes out without telling him,53.8
Congo Democratic Republic,M,Residence,Rural,... for at least one specific reason,61.4
Namibia,M,Employment,Employed for cash,... if she neglects the children,14.2
Angola,F,Age,25-34,... if she neglects the children,15.6
Ukraine,F,Age,15-24,... if she goes out without telling him,0.2
Lesotho,F,Marital status,Never married,... if she goes out without telling him,11.1
Sao Tome and Principe,M,Employment,Employed for kind,... if she goes out without telling him,11.8
Bangladesh,M,Education,Secondary,... for at least one specific reason,14.9
Dominican Republic,F,Education,No education,... if she neglects the children,2.5
Namibia,F,Age,25-34,... if she refuses to have sex with him,9.3
Malawi,F,Marital status,Never married,... if she burns the food,6.6
Turkmenistan,M,Residence,Urban,... if she refuses to have sex with him,14.9
Peru,F,Employment,Unemployed,... if she burns the food,0.9
Honduras,F,Marital status,Never married,... if she argues with him,4.5
Guinea,F,Age,35-49,... if she burns the food,25.1
Turkmenistan,M,Education,No education,... if she goes out without telling him,14.9
Ethiopia,M,Education,Higher,... for at least one specific reason,11.2
Azerbaijan,F,Marital status,Married or living together,... if she argues with him,35.1
Burkina Faso,M,Age,35-49,... if she argues with him,19.5
Bangladesh,M,Age,25-34,... if she argues with him,14.9
Morocco,F,Employment,Employed for kind,... if she goes out without telling him,77.0
Congo,F,Age,25-34,... if she goes out without telling him,39.9
Armenia,M,Age,15-24,... if she argues with him,15.6
Zimbabwe,M,Age,15-24,... if she neglects the children,24.5
Congo,M,Marital status,Never married,... if she goes out without telling him,21.4
Ukraine,M,Marital status,Never married,... if she burns the food,1.1
Madagascar,F,Employment,Employed for kind,... if she burns the food,8.4
Armenia,F,Age,35-49,... if she burns the food,0.4
Peru,M,Age,25-34,... if she goes out without telling him,14.9
Liberia,M,Age,15-24,... if she neglects the children,18.0
Albania,F,Age,25-34,... for at least one specific reason,6.9
South Africa,F,Residence,Urban,... if she burns the food,0.7
Kenya,M,Employment,Employed for cash,... if she argues with him,20.6
Kenya,M,Residence,Rural,... if she refuses to have sex with him,10.9
Malawi,F,Age,35-49,... if she neglects the children,7.4
Egypt,M,Education,Secondary,... for at least one specific reason,14.9
Sierra Leone,F,Employment,Employed for kind,... if she burns the food,23.3
Bolivia,M,Residence,Rural,... if she refuses to have sex with him,14.9
Colombia,M,Residence,Urban,... if she goes out without telling him,1.1
Congo,M,Marital status,Never married,... if she refuses to have sex with him,14.8
Colombia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1.3
Sierra Leone,M,Age,25-34,... for at least one specific reason,35.9
South Africa,M,Marital status,Married or living together,... if she neglects the children,2.8
Gambia,M,Education,Secondary,... if she refuses to have sex with him,17.4
Bolivia,F,Education,No education,... if she goes out without telling him,12.0
Mali,F,Residence,Urban,... if she neglects the children,42.9
Jordan,M,Residence,Rural,... if she goes out without telling him,29.6
Ethiopia,M,Employment,Employed for cash,... if she burns the food,7.7
Afghanistan,F,Age,35-49,... if she burns the food,18.8
Azerbaijan,F,Residence,Urban,... if she argues with him,22.8
Congo,F,Marital status,Never married,... if she argues with him,14.9
Tanzania,M,Age,15-24,... if she burns the food,9.2
Angola,F,Marital status,Never married,... if she refuses to have sex with him,8.6
Nigeria,F,Marital status,Married or living together,... if she neglects the children,25.7
Yemen,M,Employment,Employed for cash,... if she refuses to have sex with him,14.9
Burundi,F,Age,15-24,... if she goes out without telling him,39.8
Egypt,F,Age,25-34,... if she goes out without telling him,23.5
Ghana,M,Marital status,Never married,... if she neglects the children,10.6
Timor-Leste,F,Education,Secondary,... for at least one specific reason,72.6
Sao Tome and Principe,F,Age,25-34,... for at least one specific reason,20.2
Tanzania,M,Education,Higher,... if she neglects the children,8.4
Congo Democratic Republic,M,Age,15-24,... if she burns the food,19.8
Mozambique,F,Residence,Rural,... for at least one specific reason,14.1
Bangladesh,F,Age,25-34,... if she neglects the children,14.7
Guatemala,F,Employment,Unemployed,... for at least one specific reason,12.5
Kenya,F,Employment,Unemployed,... if she argues with him,21.0
Ukraine,M,Education,No education,... if she neglects the children,14.9
Haiti,M,Residence,Urban,... if she refuses to have sex with him,1.8
Ukraine,M,Age,15-24,... if she goes out without telling him,3.0
Morocco,M,Employment,Employed for cash,... if she goes out without telling him,14.9
Morocco,M,Education,Secondary,... if she argues with him,14.9
Senegal,F,Employment,Employed for cash,... if she neglects the children,32.8
Bolivia,M,Employment,Employed for cash,... for at least one specific reason,14.9
Afghanistan,F,Age,15-24,... for at least one specific reason,80.1
Eritrea,F,Employment,Employed for cash,... if she refuses to have sex with him,39.8
Maldives,F,Age,15-24,... for at least one specific reason,27.3
Jordan,M,Residence,Urban,... if she neglects the children,11.8
Myanmar,F,Employment,Employed for cash,... if she argues with him,10.1
